年月,customer_id,count_0,count_1,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,min,routine_flg,calc_date,membership_period,exit_date,period
201809,GD373372,4,4.0,XXXX,C03,F,2016-07-01,,CA2,0.0,ナイト,6000.0,入会費半額,5.0,5.0,8.0,2.0,1.0,2019-04-30,33.0,,0
201807,HI648498,3,6.0,XX,C02,F,2017-02-01,,CA1,0.0,デイタイム,7500.0,通常,5.166666666666667,5.0,8.0,3.0,1.0,2019-04-30,26.0,,0
201806,GD012037,5,6.0,XXXX,C03,M,2017-08-01,,CA2,0.0,ナイト,6000.0,入会費半額,5.833333333333332,6.0,8.0,3.0,1.0,2019-04-30,20.0,,0
201903,PL020821,4,3.0,XX,C03,M,2017-12-01,,CA3,0.0,ナイト,6000.0,入会費無料,6.916666666666668,7.5,10.0,3.0,1.0,2019-04-30,16.0,,0
201806,AS574816,5,4.0,XXXX,C03,M,2016-04-01,,CA1,0.0,ナイト,6000.0,通常,4.333333333333333,4.5,6.0,2.0,1.0,2019-04-30,36.0,,0
201812,IK431402,5,6.0,XXXX,C03,M,2016-01-01,,CA1,0.0,ナイト,6000.0,通常,4.0,4.0,6.0,1.0,1.0,2019-04-30,39.0,,0
201901,PL225043,9,9.0,XXXXX,C01,M,2018-12-09,,CA3,0.0,オールタイム,10500.0,入会費無料,8.0,9.0,9.0,5.0,1.0,2019-04-30,4.0,,0
201806,GD912745,6,7.0,XXXX,C03,F,2017-06-01,,CA1,0.0,ナイト,6000.0,通常,5.833333333333332,6.0,8.0,3.0,1.0,2019-04-30,22.0,,0
201808,HI263548,6,3.0,XXXX,C03,M,2017-02-01,,CA1,0.0,ナイト,6000.0,通常,4.833333333333333,5.0,7.0,3.0,1.0,2019-04-30,26.0,,0
201810,AS462973,5,6.0,XXXXX,C01,F,2016-11-01,,CA1,0.0,オールタイム,10500.0,通常,5.083333333333333,5.5,8.0,2.0,1.0,2019-04-30,29.0,,0
201901,PL902347,6,7.0,XXXX,C01,M,2016-11-01,,CA1,0.0,オールタイム,10500.0,通常,5.583333333333332,5.5,8.0,3.0,1.0,2019-04-30,29.0,,0
201811,OA747936,6,4.0,XXXXX,C01,M,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,5.25,5.0,8.0,3.0,1.0,2019-04-30,46.0,,0
201809,PL103369,6,3.0,XXXXXX,C02,F,2017-05-01,,CA1,0.0,デイタイム,7500.0,通常,5.416666666666668,5.0,10.0,3.0,1.0,2019-04-30,23.0,,0
201809,TS849234,2,5.0,XXXXX,C02,F,2016-04-01,,CA1,0.0,デイタイム,7500.0,通常,4.166666666666667,4.0,8.0,2.0,1.0,2019-04-30,36.0,,0
201806,AS175707,7,3.0,XXXX,C02,F,2017-04-01,,CA1,0.0,デイタイム,7500.0,通常,6.0,6.0,10.0,3.0,1.0,2019-04-30,24.0,,0
201812,HD205494,6,11.0,XXXXX,C01,F,2018-09-09,,CA1,0.0,オールタイム,10500.0,通常,8.142857142857142,8.0,11.0,6.0,1.0,2019-04-30,7.0,,0
201903,TS803730,6,3.0,XXXXX,C03,M,2015-08-01,,CA1,0.0,ナイト,6000.0,通常,4.75,5.0,6.0,3.0,1.0,2019-04-30,44.0,,0
201903,AS904548,6,7.0,XXXX,C01,F,2018-08-07,,CA1,0.0,オールタイム,10500.0,通常,7.125,7.5,9.0,5.0,1.0,2019-04-30,8.0,,0
201808,PL506207,8,5.0,XXX,C01,F,2016-01-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,5.0,8.0,3.0,1.0,2019-04-30,39.0,,0
201901,HI155985,5,4.0,XXXXX,C02,F,2016-10-01,,CA1,0.0,デイタイム,7500.0,通常,4.833333333333333,5.0,6.0,4.0,1.0,2019-04-30,30.0,,0
201902,AS288569,7,4.0,XXXXX,C02,F,2018-01-01,,CA1,0.0,デイタイム,7500.0,通常,6.916666666666668,7.0,9.0,4.0,1.0,2019-04-30,15.0,,0
201809,GD112262,7,10.0,XXXX,C03,F,2018-02-01,,CA1,0.0,ナイト,6000.0,通常,7.333333333333332,7.0,10.0,5.0,1.0,2019-04-30,14.0,,0
201811,PL042341,4,4.0,XXXXX,C03,M,2017-11-01,,CA1,0.0,ナイト,6000.0,通常,5.833333333333332,6.0,9.0,1.0,1.0,2019-04-30,17.0,,0
201903,HI051235,7,7.0,XXXXX,C03,M,2019-01-09,,CA1,0.0,ナイト,6000.0,通常,8.0,7.0,10.0,7.0,1.0,2019-04-30,3.0,,0
201808,HI092194,3,5.0,XXXXX,C01,F,2015-07-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,4.5,9.0,3.0,1.0,2019-04-30,45.0,,0
201806,GD152639,3,7.0,XXXX,C01,M,2015-10-01,,CA1,0.0,オールタイム,10500.0,通常,3.8333333333333335,3.5,7.0,2.0,1.0,2019-04-30,42.0,,0
201903,AS734767,5,4.0,XXXXX,C01,F,2016-08-01,,CA1,0.0,オールタイム,10500.0,通常,4.75,4.5,7.0,4.0,1.0,2019-04-30,32.0,,0
201903,HD437733,7,8.0,XXXX,C03,M,2018-10-13,,CA1,0.0,ナイト,6000.0,通常,7.166666666666668,7.5,9.0,5.0,1.0,2019-04-30,6.0,,0
201805,HI826338,3,2.0,XXXX,C03,F,2015-10-01,,CA1,0.0,ナイト,6000.0,通常,3.75,4.0,6.0,1.0,1.0,2019-04-30,42.0,,0
201808,PL415606,7,6.0,XXXX,C02,F,2016-08-01,,CA1,0.0,デイタイム,7500.0,通常,4.333333333333333,5.0,7.0,1.0,1.0,2019-04-30,32.0,,0
201806,AS466656,5,3.0,XXXXX,C01,F,2016-11-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,4.5,8.0,3.0,1.0,2019-04-30,29.0,,0
201808,OA294469,4,6.0,XXX,C01,M,2016-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,5.0,4.0,9.0,2.0,1.0,2019-04-30,33.0,,0
201808,PL520159,7,9.0,XXXX,C01,M,2017-08-01,,CA2,0.0,オールタイム,10500.0,入会費半額,6.083333333333332,5.5,10.0,2.0,1.0,2019-04-30,20.0,,0
201806,HI387953,2,5.0,XXX,C01,F,2016-05-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,5.0,7.0,2.0,1.0,2019-04-30,35.0,,0
201809,GD670693,6,3.0,XXXXXX,C01,F,2015-11-01,,CA1,0.0,オールタイム,10500.0,通常,4.916666666666667,5.0,7.0,3.0,1.0,2019-04-30,41.0,,0
201811,PL507166,3,5.0,XXX,C01,M,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.083333333333333,4.0,7.0,3.0,1.0,2019-04-30,43.0,,0
201807,IK453330,5,3.0,XXXX,C03,M,2015-10-01,,CA1,0.0,ナイト,6000.0,通常,4.5,4.5,7.0,1.0,1.0,2019-04-30,42.0,,0
201901,HI106422,4,4.0,XXX,C01,M,2016-12-01,,CA1,0.0,オールタイム,10500.0,通常,5.166666666666667,4.5,10.0,2.0,1.0,2019-04-30,28.0,,0
201807,GD332889,4,7.0,XXXXX,C02,F,2016-10-01,,CA1,0.0,デイタイム,7500.0,通常,4.25,4.0,8.0,1.0,1.0,2019-04-30,30.0,,0
201807,PL242307,6,8.0,XXXXX,C01,F,2017-01-01,,CA1,0.0,オールタイム,10500.0,通常,5.916666666666668,6.0,8.0,3.0,1.0,2019-04-30,27.0,,0
201903,IK749861,2,5.0,XXX,C03,M,2017-12-01,,CA3,0.0,ナイト,6000.0,入会費無料,6.833333333333332,7.0,9.0,2.0,1.0,2019-04-30,16.0,,0
201810,HD405727,4,3.0,XX,C01,M,2015-08-01,,CA1,0.0,オールタイム,10500.0,通常,3.583333333333333,4.0,5.0,1.0,1.0,2019-04-30,44.0,,0
201807,HD805503,8,7.0,XXX,C01,M,2018-05-01,,CA2,0.0,オールタイム,10500.0,入会費半額,6.8181818181818175,7.0,9.0,5.0,1.0,2019-04-30,11.0,,0
201903,TS878534,11,,XXXXX,C03,M,2019-03-12,,CA1,0.0,ナイト,6000.0,通常,11.0,11.0,11.0,11.0,0.0,2019-04-30,1.0,,0
201903,IK236489,5,7.0,XXXX,C01,F,2017-12-01,,CA3,0.0,オールタイム,10500.0,入会費無料,6.833333333333332,6.5,9.0,5.0,1.0,2019-04-30,16.0,,0
201806,PL857529,9,4.0,XXX,C03,M,2017-11-01,,CA1,0.0,ナイト,6000.0,通常,6.666666666666668,6.5,10.0,4.0,1.0,2019-04-30,17.0,,0
201805,TS477224,8,4.0,XXXXX,C01,M,2016-06-01,,CA1,0.0,オールタイム,10500.0,通常,5.0,5.0,8.0,3.0,1.0,2019-04-30,34.0,,0
201812,IK904385,2,5.0,XXXX,C02,F,2016-08-01,,CA1,0.0,デイタイム,7500.0,通常,5.0,5.5,7.0,2.0,1.0,2019-04-30,32.0,,0
201806,HI207932,3,3.0,XXXX,C03,M,2016-03-01,,CA1,0.0,ナイト,6000.0,通常,4.25,4.5,7.0,1.0,1.0,2019-04-30,37.0,,0
201811,OA694533,7,9.0,XXXX,C02,F,2018-04-08,,CA3,0.0,デイタイム,7500.0,入会費無料,8.166666666666666,8.0,10.0,6.0,1.0,2019-04-30,12.0,,0
201811,GD687670,5,3.0,XXXX,C03,M,2015-08-01,,CA1,0.0,ナイト,6000.0,通常,4.333333333333333,4.5,7.0,2.0,1.0,2019-04-30,44.0,,0
201903,TS711304,6,6.0,XXXX,C03,M,2017-09-01,,CA1,0.0,ナイト,6000.0,通常,6.916666666666668,6.0,10.0,5.0,1.0,2019-04-30,19.0,,0
201807,HD862235,4,5.0,XXXXX,C01,M,2015-08-01,,CA1,0.0,オールタイム,10500.0,通常,4.166666666666667,4.0,6.0,1.0,1.0,2019-04-30,44.0,,0
201808,IK529990,7,7.0,XXXX,C02,F,2017-12-01,,CA3,0.0,デイタイム,7500.0,入会費無料,6.5,7.0,9.0,2.0,1.0,2019-04-30,16.0,,0
201806,HD351414,4,6.0,XXX,C01,F,2016-05-01,,CA1,0.0,オールタイム,10500.0,通常,5.166666666666667,5.0,7.0,3.0,1.0,2019-04-30,35.0,,0
201811,OA298480,8,8.0,XXXX,C03,M,2018-08-15,,CA1,0.0,ナイト,6000.0,通常,7.875,8.0,9.0,6.0,1.0,2019-04-30,8.0,,0
201811,PL570199,7,2.0,XX,C01,M,2016-11-01,,CA1,0.0,オールタイム,10500.0,通常,5.0,5.0,7.0,2.0,1.0,2019-04-30,29.0,,0
201902,GD106824,5,7.0,XXXX,C01,M,2017-03-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,4.5,8.0,3.0,1.0,2019-04-30,25.0,,0
201808,HD012547,4,7.0,XX,C01,M,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.083333333333333,4.0,7.0,2.0,1.0,2019-04-30,43.0,,0
201810,PL552906,4,6.0,XXXXXX,C01,F,2015-12-01,,CA1,0.0,オールタイム,10500.0,通常,4.583333333333333,4.0,7.0,2.0,1.0,2019-04-30,40.0,,0
201902,TS220587,4,6.0,XXXXXX,C02,F,2016-05-01,,CA1,0.0,デイタイム,7500.0,通常,5.166666666666667,5.0,8.0,3.0,1.0,2019-04-30,35.0,,0
201901,TS028665,5,4.0,XXXX,C03,F,2016-11-01,,CA1,0.0,ナイト,6000.0,通常,4.666666666666667,4.5,8.0,3.0,1.0,2019-04-30,29.0,,0
201903,GD866704,1,7.0,XX,C03,F,2017-04-01,,CA1,0.0,ナイト,6000.0,通常,4.75,5.0,7.0,1.0,1.0,2019-04-30,24.0,,0
201808,GD001777,5,3.0,XX,C03,M,2015-12-01,,CA1,0.0,ナイト,6000.0,通常,3.9166666666666665,3.0,7.0,2.0,1.0,2019-04-30,40.0,,0
201807,AS614406,3,6.0,XXXXX,C03,F,2015-10-01,,CA1,0.0,ナイト,6000.0,通常,4.25,4.5,7.0,2.0,1.0,2019-04-30,42.0,,0
201812,HD872088,9,9.0,XXXX,C02,F,2018-08-04,,CA1,0.0,デイタイム,7500.0,通常,8.5,9.0,11.0,6.0,1.0,2019-04-30,8.0,,0
201805,TS341150,4,8.0,XXXX,C03,F,2017-03-01,,CA1,0.0,ナイト,6000.0,通常,5.583333333333332,5.0,8.0,2.0,1.0,2019-04-30,25.0,,0
201903,IK003701,6,9.0,XX,C01,M,2018-03-01,,CA1,0.0,オールタイム,10500.0,通常,7.083333333333332,7.0,9.0,5.0,1.0,2019-04-30,13.0,,0
201806,AS992593,6,6.0,XXXX,C03,F,2017-04-01,,CA1,0.0,ナイト,6000.0,通常,5.583333333333332,5.0,8.0,4.0,1.0,2019-04-30,24.0,,0
201805,HI305974,6,6.0,XXXXX,C01,M,2016-09-01,,CA1,0.0,オールタイム,10500.0,通常,5.166666666666667,5.5,7.0,1.0,1.0,2019-04-30,31.0,,0
201808,HD277392,6,5.0,XXXX,C02,M,2017-05-01,,CA1,0.0,デイタイム,7500.0,通常,6.583333333333332,6.5,9.0,3.0,1.0,2019-04-30,23.0,,0
201811,HI598974,5,4.0,XXX,C03,M,2015-05-01,,CA1,0.0,ナイト,6000.0,通常,5.083333333333333,5.0,7.0,3.0,1.0,2019-04-30,47.0,,0
201807,TS439348,7,7.0,XXXX,C01,F,2017-10-01,,CA1,0.0,オールタイム,10500.0,通常,6.0,6.5,7.0,2.0,1.0,2019-04-30,18.0,,0
201903,TS579641,9,,XXXX,C02,F,2019-03-04,,CA1,0.0,デイタイム,7500.0,通常,9.0,9.0,9.0,9.0,1.0,2019-04-30,1.0,,0
201809,IK631448,6,9.0,XXXX,C01,M,2016-10-01,,CA1,0.0,オールタイム,10500.0,通常,5.75,6.0,9.0,3.0,1.0,2019-04-30,30.0,,0
201809,IK516783,7,9.0,XXXXX,C01,M,2017-05-01,,CA1,0.0,オールタイム,10500.0,通常,6.5,6.0,10.0,3.0,1.0,2019-04-30,23.0,,0
201810,HD048025,6,6.0,XX,C01,F,2016-10-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,5.0,6.0,2.0,1.0,2019-04-30,30.0,,0
201903,IK766314,5,3.0,XXXXX,C02,F,2015-11-01,,CA1,0.0,デイタイム,7500.0,通常,4.0,4.0,6.0,1.0,1.0,2019-04-30,41.0,,0
201808,TS362290,4,7.0,XXXXXX,C01,M,2017-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,5.75,6.0,8.0,3.0,1.0,2019-04-30,21.0,,0
201805,AS454149,3,4.0,XXX,C01,F,2017-02-01,,CA1,0.0,オールタイム,10500.0,通常,4.083333333333333,4.0,7.0,2.0,1.0,2019-04-30,26.0,,0
201903,AS515526,9,4.0,XXXXX,C03,M,2015-11-01,,CA1,0.0,ナイト,6000.0,通常,5.0,5.0,9.0,2.0,1.0,2019-04-30,41.0,,0
201901,TS343738,4,5.0,XXXX,C01,M,2017-05-01,,CA1,0.0,オールタイム,10500.0,通常,5.666666666666668,5.5,8.0,3.0,1.0,2019-04-30,23.0,,0
201811,OA501813,5,5.0,XXXX,C03,M,2017-03-01,,CA1,0.0,ナイト,6000.0,通常,5.0,5.0,7.0,3.0,1.0,2019-04-30,25.0,,0
201805,IK580114,5,4.0,XXXX,C01,M,2015-10-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,5.0,8.0,3.0,1.0,2019-04-30,42.0,,0
201902,HI886359,3,5.0,XXX,C02,F,2016-12-01,,CA1,0.0,デイタイム,7500.0,通常,4.666666666666667,5.0,9.0,2.0,1.0,2019-04-30,28.0,,0
201811,TS821125,5,6.0,XXXX,C01,F,2017-01-01,,CA1,0.0,オールタイム,10500.0,通常,5.5,5.5,7.0,4.0,1.0,2019-04-30,27.0,,0
201902,AS568373,8,,XXXXX,C01,F,2019-02-10,,CA1,0.0,オールタイム,10500.0,通常,7.0,7.0,8.0,6.0,1.0,2019-04-30,2.0,,0
201805,GD582469,3,7.0,XXXXX,C02,F,2017-01-01,,CA1,0.0,デイタイム,7500.0,通常,4.416666666666667,4.0,7.0,1.0,1.0,2019-04-30,27.0,,0
201903,HD218552,5,8.0,XXXX,C02,F,2018-02-01,,CA1,0.0,デイタイム,7500.0,通常,6.5,6.0,10.0,4.0,1.0,2019-04-30,14.0,,0
201902,PL863680,5,8.0,XXXXX,C01,M,2016-12-01,,CA1,0.0,オールタイム,10500.0,通常,5.5,5.5,8.0,3.0,1.0,2019-04-30,28.0,,0
201812,HD798338,8,7.0,XX,C02,F,2018-08-01,,CA1,0.0,デイタイム,7500.0,通常,7.5,7.0,9.0,6.0,1.0,2019-04-30,8.0,,0
201812,IK988102,8,5.0,XXXXX,C01,M,2018-01-01,,CA1,0.0,オールタイム,10500.0,通常,6.416666666666668,6.5,9.0,4.0,1.0,2019-04-30,15.0,,0
201806,IK791659,4,5.0,XX,C01,M,2016-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,5.0,5.0,8.0,3.0,1.0,2019-04-30,33.0,,0
201902,HD935075,2,3.0,XXXX,C03,F,2016-06-01,,CA1,0.0,ナイト,6000.0,通常,4.416666666666667,4.5,8.0,1.0,1.0,2019-04-30,34.0,,0
201809,PL270733,7,8.0,XXXX,C01,F,2018-01-01,,CA1,0.0,オールタイム,10500.0,通常,6.666666666666668,7.0,8.0,3.0,1.0,2019-04-30,15.0,,0
201811,HI693441,8,6.0,XXXX,C03,M,2017-07-01,,CA2,0.0,ナイト,6000.0,入会費半額,6.333333333333332,6.5,10.0,3.0,1.0,2019-04-30,21.0,,0
201811,HI740503,5,5.0,XXXX,C01,M,2017-03-01,,CA1,0.0,オールタイム,10500.0,通常,5.5,6.0,7.0,2.0,1.0,2019-04-30,25.0,,0
201806,OA075024,4,5.0,XXXX,C01,M,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,5.0,5.0,8.0,2.0,1.0,2019-04-30,43.0,,0
201903,IK066398,2,4.0,XX,C01,F,2016-01-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,4.0,8.0,2.0,1.0,2019-04-30,39.0,,0
201807,IK477438,4,5.0,XXX,C03,F,2016-04-01,,CA1,0.0,ナイト,6000.0,通常,4.916666666666667,4.5,8.0,2.0,1.0,2019-04-30,36.0,,0
201901,AS065785,9,,XXXXX,C02,F,2019-01-13,,CA1,0.0,デイタイム,7500.0,通常,8.333333333333334,8.0,9.0,8.0,1.0,2019-04-30,3.0,,0
201811,OA832399,5,6.0,XXXX,C01,F,2015-05-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,5.0,8.0,2.0,1.0,2019-04-30,47.0,,0
201805,GD852474,9,6.0,XXXX,C01,M,2017-05-01,,CA1,0.0,オールタイム,10500.0,通常,5.833333333333332,5.5,9.0,4.0,1.0,2019-04-30,23.0,,0
201810,TS409844,6,6.0,XXXXXX,C02,F,2017-12-01,,CA3,0.0,デイタイム,7500.0,入会費無料,7.083333333333332,7.0,9.0,5.0,1.0,2019-04-30,16.0,,0
201810,GD230222,6,7.0,XXXX,C02,F,2017-09-01,,CA1,0.0,デイタイム,7500.0,通常,6.333333333333332,6.0,10.0,4.0,1.0,2019-04-30,19.0,,0
201901,AS462796,3,4.0,XXX,C03,F,2015-11-01,,CA1,0.0,ナイト,6000.0,通常,5.0,5.5,7.0,2.0,1.0,2019-04-30,41.0,,0
201808,PL750322,4,8.0,XXXX,C03,F,2016-09-01,,CA1,0.0,ナイト,6000.0,通常,5.0,4.5,8.0,3.0,1.0,2019-04-30,31.0,,0
201812,OA184199,4,6.0,XXXX,C01,M,2016-03-01,,CA1,0.0,オールタイム,10500.0,通常,4.333333333333333,4.5,8.0,1.0,1.0,2019-04-30,37.0,,0
201805,PL342449,1,6.0,XX,C02,F,2015-06-01,,CA1,0.0,デイタイム,7500.0,通常,4.166666666666667,4.0,7.0,1.0,1.0,2019-04-30,46.0,,0
201811,IK387954,7,7.0,XX,C01,F,2017-05-01,,CA1,0.0,オールタイム,10500.0,通常,6.25,6.0,8.0,5.0,1.0,2019-04-30,23.0,,0
201901,IK644445,8,9.0,XXXXX,C02,F,2018-03-01,,CA1,0.0,デイタイム,7500.0,通常,6.833333333333332,6.5,9.0,5.0,1.0,2019-04-30,13.0,,0
201810,PL191946,8,9.0,XXXXXX,C01,M,2018-09-05,,CA1,0.0,オールタイム,10500.0,通常,8.0,8.0,9.0,7.0,1.0,2019-04-30,7.0,,0
201811,TS838496,2,6.0,XXXX,C01,M,2017-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,6.25,6.0,9.0,2.0,1.0,2019-04-30,21.0,,0
201806,TS554037,4,6.0,XXXXXX,C03,F,2015-07-01,,CA1,0.0,ナイト,6000.0,通常,4.833333333333333,5.0,7.0,2.0,1.0,2019-04-30,45.0,,0
201902,OA377888,5,6.0,XXX,C01,F,2017-02-01,,CA1,0.0,オールタイム,10500.0,通常,5.0,5.0,8.0,3.0,1.0,2019-04-30,26.0,,0
201903,HI311281,5,7.0,XXXXX,C01,M,2018-01-01,,CA1,0.0,オールタイム,10500.0,通常,7.75,7.0,11.0,5.0,1.0,2019-04-30,15.0,,0
201903,GD079438,6,5.0,XXXXXX,C02,F,2018-09-14,,CA1,0.0,デイタイム,7500.0,通常,7.428571428571429,8.0,10.0,5.0,1.0,2019-04-30,7.0,,0
201805,AS240190,4,4.0,XX,C01,F,2016-03-01,,CA1,0.0,オールタイム,10500.0,通常,5.0,5.0,8.0,2.0,1.0,2019-04-30,37.0,,0
201809,OA924324,3,4.0,XXXX,C03,M,2016-01-01,,CA1,0.0,ナイト,6000.0,通常,3.5,3.5,5.0,2.0,1.0,2019-04-30,39.0,,0
201810,TS959147,4,5.0,XXXX,C01,M,2016-01-01,,CA1,0.0,オールタイム,10500.0,通常,4.916666666666667,5.0,8.0,2.0,1.0,2019-04-30,39.0,,0
201901,TS200932,5,6.0,XXX,C01,F,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.916666666666667,5.0,7.0,2.0,1.0,2019-04-30,46.0,,0
201811,AS240586,3,5.0,XXX,C03,M,2016-08-01,,CA1,0.0,ナイト,6000.0,通常,5.583333333333332,5.5,10.0,3.0,1.0,2019-04-30,32.0,,0
201901,PL746077,4,5.0,XXXXX,C01,M,2016-10-01,,CA1,0.0,オールタイム,10500.0,通常,4.916666666666667,5.0,7.0,2.0,1.0,2019-04-30,30.0,,0
201901,OA769163,2,6.0,XXX,C01,M,2017-05-01,,CA1,0.0,オールタイム,10500.0,通常,6.083333333333332,6.0,8.0,2.0,1.0,2019-04-30,23.0,,0
201809,GD126553,3,5.0,XXX,C01,M,2015-05-01,,CA1,0.0,オールタイム,10500.0,通常,5.333333333333333,5.0,8.0,3.0,1.0,2019-04-30,47.0,,0
201809,IK051737,6,4.0,XXXX,C01,F,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,4.5,7.0,2.0,1.0,2019-04-30,43.0,,0
201903,IK980980,4,5.0,XXXXX,C03,M,2016-11-01,,CA1,0.0,ナイト,6000.0,通常,4.833333333333333,4.5,8.0,1.0,1.0,2019-04-30,29.0,,0
201806,TS461809,8,7.0,XXXXX,C03,M,2018-03-01,,CA1,0.0,ナイト,6000.0,通常,7.333333333333332,7.0,11.0,4.0,1.0,2019-04-30,13.0,,0
201903,PL942936,4,3.0,XXX,C01,M,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.583333333333333,5.0,6.0,3.0,1.0,2019-04-30,46.0,,0
201810,HI990855,5,7.0,XXXXX,C01,M,2016-03-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,4.5,7.0,1.0,1.0,2019-04-30,37.0,,0
201805,HI151922,4,2.0,XXXXX,C01,F,2017-01-01,,CA1,0.0,オールタイム,10500.0,通常,5.166666666666667,5.5,8.0,2.0,1.0,2019-04-30,27.0,,0
201903,OA546013,3,6.0,XXXX,C01,F,2016-10-01,,CA1,0.0,オールタイム,10500.0,通常,5.333333333333333,5.5,7.0,3.0,1.0,2019-04-30,30.0,,0
201902,AS273414,5,5.0,XXXX,C01,F,2016-05-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,4.5,8.0,2.0,1.0,2019-04-30,35.0,,0
201805,HI150906,4,5.0,XXXXXX,C03,M,2016-10-01,,CA1,0.0,ナイト,6000.0,通常,4.75,5.0,6.0,2.0,1.0,2019-04-30,30.0,,0
201806,AS518169,3,5.0,XXXXX,C02,F,2016-11-01,,CA1,0.0,デイタイム,7500.0,通常,5.5,5.0,9.0,3.0,1.0,2019-04-30,29.0,,0
201806,HD775663,3,4.0,XXXXX,C03,M,2015-09-01,,CA1,0.0,ナイト,6000.0,通常,4.916666666666667,5.0,7.0,3.0,1.0,2019-04-30,43.0,,0
201902,HD640143,6,6.0,XXXXX,C01,M,2017-12-01,,CA3,0.0,オールタイム,10500.0,入会費無料,7.333333333333332,7.0,11.0,4.0,1.0,2019-04-30,16.0,,0
201808,GD316957,7,4.0,XXXX,C02,M,2017-01-01,,CA1,0.0,デイタイム,7500.0,通常,5.916666666666668,5.5,9.0,3.0,1.0,2019-04-30,27.0,,0
201903,AS182308,10,7.0,XXX,C03,M,2018-12-10,,CA3,0.0,ナイト,6000.0,入会費無料,9.0,9.5,10.0,7.0,1.0,2019-04-30,4.0,,0
201902,HI056567,5,5.0,XXXXX,C03,M,2017-01-01,,CA1,0.0,ナイト,6000.0,通常,4.75,5.0,8.0,1.0,1.0,2019-04-30,27.0,,0
201809,TS093084,7,5.0,XXXXX,C01,M,2015-12-01,,CA1,0.0,オールタイム,10500.0,通常,4.333333333333333,4.0,7.0,2.0,1.0,2019-04-30,40.0,,0
201811,GD452640,6,7.0,XX,C01,M,2017-08-01,,CA2,0.0,オールタイム,10500.0,入会費半額,6.333333333333332,6.5,8.0,4.0,1.0,2019-04-30,20.0,,0
201811,OA025439,5,2.0,XXXXX,C01,M,2015-07-01,,CA1,0.0,オールタイム,10500.0,通常,4.583333333333333,4.0,8.0,2.0,1.0,2019-04-30,45.0,,0
201808,GD876521,9,8.0,XXX,C01,F,2017-09-01,,CA1,0.0,オールタイム,10500.0,通常,5.916666666666668,5.5,9.0,2.0,1.0,2019-04-30,19.0,,0
201901,HD104458,6,8.0,XXXXX,C01,F,2018-09-08,,CA1,0.0,オールタイム,10500.0,通常,7.7142857142857135,8.0,11.0,5.0,1.0,2019-04-30,7.0,,0
201901,GD735013,5,5.0,XX,C01,F,2017-04-01,,CA1,0.0,オールタイム,10500.0,通常,6.0,6.5,7.0,4.0,1.0,2019-04-30,24.0,,0
201901,GD428351,5,5.0,XXXXX,C02,F,2016-07-01,,CA2,0.0,デイタイム,7500.0,入会費半額,4.666666666666667,5.0,6.0,3.0,1.0,2019-04-30,33.0,,0
201808,OA409321,7,5.0,XXXX,C02,F,2015-12-01,,CA1,0.0,デイタイム,7500.0,通常,4.333333333333333,4.5,7.0,2.0,1.0,2019-04-30,40.0,,0
201903,OA931227,6,3.0,XXX,C02,F,2015-06-01,,CA1,0.0,デイタイム,7500.0,通常,4.5,5.0,6.0,3.0,1.0,2019-04-30,46.0,,0
201807,HI390909,4,4.0,XXXXXX,C01,F,2016-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.75,5.0,7.0,2.0,1.0,2019-04-30,31.0,,0
201903,HD155154,5,5.0,XXXXX,C01,M,2016-12-01,,CA1,0.0,オールタイム,10500.0,通常,5.833333333333332,6.0,7.0,5.0,1.0,2019-04-30,28.0,,0
201805,PL147335,7,10.0,XXXXXX,C03,M,2017-12-01,,CA3,0.0,ナイト,6000.0,入会費無料,6.583333333333332,7.0,10.0,3.0,1.0,2019-04-30,16.0,,0
201901,PL101549,4,4.0,XX,C03,M,2015-08-01,,CA1,0.0,ナイト,6000.0,通常,4.75,4.5,7.0,3.0,1.0,2019-04-30,44.0,,0
